Unit Code,Unit Title,Dept,Value,Link code,Instance
I00001,P2493FTC | MSc Risk Crisis and Resilience Management FT | Year 1 | Semester 1,SMI,0,I00001,Sem1
I00001,P2493FTC | MSc Risk Crisis and Resilience Management FT | Year 1 | Semester 1,SMI,0,I00001,Sem2
I00002,P2493PTC | MSc Risk Crisis and Resilience Management PT | Year 1 | Semester 1,SMI,0,I00002,Sem1
I00002,P2493PTC | MSc Risk Crisis and Resilience Management PT | Year 1 | Semester 1,SMI,0,I00002,Sem2
I00003,U1824PYC | BSc (Econ) (Hons) Economics | Year 1 | Semester 1,AEF,0,I00003,Sem1
I00003,U1824PYC | BSc (Econ) (Hons) Economics | Year 1 | Semester 1,AEF,0,I00003,Sem2
I00004,U1257FTC | BA (Hons) Accountancy and Financial Management (Top-up) | Year 3 | Se,AEF,0,I00004,Sem1
I00004,U1257FTC | BA (Hons) Accountancy and Financial Management (Top-up) | Year 3 | Se,AEF,0,I00004,Sem2
I00005,U1826PYC | BSc (Econ) (Hons) Economics Finance and Banking | Year 1 | Semester 1,AEF,0,I00005,Sem1
I00005,U1826PYC | BSc (Econ) (Hons) Economics Finance and Banking | Year 1 | Semester 1,AEF,0,I00005,Sem2
I00006,P2493FTC | MSc Risk Crisis and Resilience Management FT | Year 1 | Semester 2,SMI,0,I00006,Sem1
I00006,P2493FTC | MSc Risk Crisis and Resilience Management FT | Year 1 | Semester 2,SMI,0,I00006,Sem2
I00007,P2493PTC | MSc Risk Crisis and Resilience Management PT | Year 1 | Semester 2,SMI,0,I00007,Sem1
I00007,P2493PTC | MSc Risk Crisis and Resilience Management PT | Year 1 | Semester 2,SMI,0,I00007,Sem2
I00008,P2059PTC | PgDip Human Resource Management | Year 1 | Semester 1,OSP,0,I00008,Sem1
I00008,P2059PTC | PgDip Human Resource Management | Year 1 | Semester 1,OSP,0,I00008,Sem2
I00009,P2059PTC | PgDip Human Resource Management | Year 2 | Semester 1,OSP,0,I00009,Sem1
I00009,P2059PTC | PgDip Human Resource Management | Year 2 | Semester 1,OSP,0,I00009,Sem2
I00010,U2437PYC | BA (hons) Fashion and Textile Design | Year 1 | Semester 1,ADP,0,I00010,Sem1
I00010,U2437PYC | BA (hons) Fashion and Textile Design | Year 1 | Semester 1,ADP,0,I00010,Sem2
I00011,U1824PYC | BSc (Econ) (Hons) Economics | Year 2 | Semester 1,AEF,0,I00011,Sem1
I00011,U1824PYC | BSc (Econ) (Hons) Economics | Year 2 | Semester 1,AEF,0,I00011,Sem2
I00012,U1824PYC | BSc (Econ) (Hons) Economics | Year 3 | Semester 1,AEF,0,I00012,Sem1
I00012,U1824PYC | BSc (Econ) (Hons) Economics | Year 3 | Semester 1,AEF,0,I00012,Sem2
I00013,U2413PYC | BA (Hons) Economics and Management | Year 2 | Semester 1,AEF,0,I00013,Sem1
I00013,U2413PYC | BA (Hons) Economics and Management | Year 2 | Semester 1,AEF,0,I00013,Sem2
I00014,U2413PYC | BA (Hons) Economics and Management | Year 3 | Semester 1,AEF,0,I00014,Sem1
I00014,U2413PYC | BA (Hons) Economics and Management | Year 3 | Semester 1,AEF,0,I00014,Sem2
I00015,U1826PYC | BSc (Econ) (Hons) Economics Finance and Banking | Year 2 | Semester 1,AEF,0,I00015,Sem1
I00015,U1826PYC | BSc (Econ) (Hons) Economics Finance and Banking | Year 2 | Semester 1,AEF,0,I00015,Sem2
I00016,U1826PYC | BSc (Econ) (Hons) Economics Finance and Banking | Year 3 | Semester 1,AEF,0,I00016,Sem1
I00016,U1826PYC | BSc (Econ) (Hons) Economics Finance and Banking | Year 3 | Semester 1,AEF,0,I00016,Sem2
I00017,U1257FTC | BA (Hons) Accountancy and Financial Management (Top-up) | Year 1 | Se,AEF,0,I00017,Sem1
I00017,U1257FTC | BA (Hons) Accountancy and Financial Management (Top-up) | Year 1 | Se,AEF,0,I00017,Sem2
I00018,U1257FTC | BA (Hons) Accountancy and Financial Management (Top-up) | Year 2 | Se,AEF,0,I00018,Sem1
I00018,U1257FTC | BA (Hons) Accountancy and Financial Management (Top-up) | Year 2 | Se,AEF,0,I00018,Sem2
I00019,U0906PYC | BA (Hons) Accounting with Finance | Year 1 | Semester 1,AEF,0,I00019,Sem1
I00019,U0906PYC | BA (Hons) Accounting with Finance | Year 1 | Semester 1,AEF,0,I00019,Sem2
I00020,U0906PYC | BA (Hons) Accounting with Finance | Year 2 | Semester 1,AEF,0,I00020,Sem1
I00020,U0906PYC | BA (Hons) Accounting with Finance | Year 2 | Semester 1,AEF,0,I00020,Sem2
I00021,U0906PYC | BA (Hons) Accounting with Finance | Year 3 | Semester 1,AEF,0,I00021,Sem1
I00021,U0906PYC | BA (Hons) Accounting with Finance | Year 3 | Semester 1,AEF,0,I00021,Sem2
I00022,U1912PYC | BA (Hons) Animation | Year 1 | Semester 1,CTS,0,I00022,Sem1
I00022,U1912PYC | BA (Hons) Animation | Year 1 | Semester 1,CTS,0,I00022,Sem2
I00023,U1912PYC | BA (Hons) Animation | Year 2 | Semester 1,CTS,0,I00023,Sem1
I00023,U1912PYC | BA (Hons) Animation | Year 2 | Semester 1,CTS,0,I00023,Sem2
I00024,U1912PYC | BA (Hons) Animation | Year 3 | Semester 1,CTS,0,I00024,Sem1
I00024,U1912PYC | BA (Hons) Animation | Year 3 | Semester 1,CTS,0,I00024,Sem2
I00025,U0392FTC | BA (Hons) Applied Languages | Year 1 | Semester 1,SELL,0,I00025,Sem1
I00025,U0392FTC | BA (Hons) Applied Languages | Year 1 | Semester 1,SELL,0,I00025,Sem2
I00026,U0392FTC | BA (Hons) Applied Languages | Year 2 | Semester 1,SELL,0,I00026,Sem1
I00026,U0392FTC | BA (Hons) Applied Languages | Year 2 | Semester 1,SELL,0,I00026,Sem2
I00027,U0392FTC | BA (Hons) Applied Languages | Year 3 | Semester 1,SELL,0,I00027,Sem1
I00027,U0392FTC | BA (Hons) Applied Languages | Year 3 | Semester 1,SELL,0,I00027,Sem2
I00028,U0392FTC | BA (Hons) Applied Languages | Year 4 | Semester 1,SELL,0,I00028,Sem1
I00028,U0392FTC | BA (Hons) Applied Languages | Year 4 | Semester 1,SELL,0,I00028,Sem2
I00029,U0132PYC | BA (Hons) Architecture | Year 1 | Semester 1,ARCH,0,I00029,Sem1
I00029,U0132PYC | BA (Hons) Architecture | Year 1 | Semester 1,ARCH,0,I00029,Sem2
I00030,U0132PYC | BA (Hons) Architecture | Year 2 | Semester 1,ARCH,0,I00030,Sem1
I00030,U0132PYC | BA (Hons) Architecture | Year 2 | Semester 1,ARCH,0,I00030,Sem2
I00031,U0132PYC | BA (Hons) Architecture | Year 3 | Semester 1,ARCH,0,I00031,Sem1
I00031,U0132PYC | BA (Hons) Architecture | Year 3 | Semester 1,ARCH,0,I00031,Sem2
I00032,U2893PDC | BA (Hons) Architecture (Degree Apprenticeship) | Year 1 | Semester 1,ARCH,0,I00032,Sem1
I00032,U2893PDC | BA (Hons) Architecture (Degree Apprenticeship) | Year 1 | Semester 1,ARCH,0,I00032,Sem2
I00033,U2893PDC | BA (Hons) Architecture (Degree Apprenticeship) | Year 2 | Semester 1,ARCH,0,I00033,Sem1
I00033,U2893PDC | BA (Hons) Architecture (Degree Apprenticeship) | Year 2 | Semester 1,ARCH,0,I00033,Sem2
I00034,U2893PDC | BA (Hons) Architecture (Degree Apprenticeship) | Year 3 | Semester 1,ARCH,0,I00034,Sem1
I00034,U2893PDC | BA (Hons) Architecture (Degree Apprenticeship) | Year 3 | Semester 1,ARCH,0,I00034,Sem2
I00035,U2893PDC | BA (Hons) Architecture (Degree Apprenticeship) | Year 4 | Semester 1,ARCH,0,I00035,Sem1
I00035,U2893PDC | BA (Hons) Architecture (Degree Apprenticeship) | Year 4 | Semester 1,ARCH,0,I00035,Sem2
I00036,U2933FTD | BA (Hons) Business (Distance Learning) | Year 1 | Semester 1,LATW,0,I00036,Sem1
I00036,U2933FTD | BA (Hons) Business (Distance Learning) | Year 1 | Semester 1,LATW,0,I00036,Sem2
I00037,U2441PYC | BA (Hons) Business and Human Resource Management | Year 1 | Semester,OSP,0,I00037,Sem1
I00037,U2441PYC | BA (Hons) Business and Human Resource Management | Year 1 | Semester,OSP,0,I00037,Sem2
I00038,U2441PYC | BA (Hons) Business and Human Resource Management | Year 2 | Semester,OSP,0,I00038,Sem1
I00038,U2441PYC | BA (Hons) Business and Human Resource Management | Year 2 | Semester,OSP,0,I00038,Sem2
I00039,U2441PYC | BA (Hons) Business and Human Resource Management | Year 3 | Semester,OSP,0,I00039,Sem1
I00039,U2441PYC | BA (Hons) Business and Human Resource Management | Year 3 | Semester,OSP,0,I00039,Sem2
I00040,U2439PYC | BA (Hons) Business and Management | Year 1 | Semester 1,OSP,0,I00040,Sem1
I00040,U2439PYC | BA (Hons) Business and Management | Year 1 | Semester 1,OSP,0,I00040,Sem2
I00041,U2439PYC | BA (Hons) Business and Management | Year 2 | Semester 1,OSP,0,I00041,Sem1
I00041,U2439PYC | BA (Hons) Business and Management | Year 2 | Semester 1,OSP,0,I00041,Sem2
I00042,U2439PYC | BA (Hons) Business and Management | Year 3 | Semester 1,OSP,0,I00042,Sem1
I00042,U2439PYC | BA (Hons) Business and Management | Year 3 | Semester 1,OSP,0,I00042,Sem2
I00043,U3446FTC | BA (Hons) Business and Management (London Campus) | Year 1 | Semester,LDNOSP,0,I00043,Sem1
I00043,U3446FTC | BA (Hons) Business and Management (London Campus) | Year 1 | Semester,LDNOSP,0,I00043,Sem2
I00044,U3446FTC | BA (Hons) Business and Management (London Campus) | Year 2 | Semester,LDNOSP,0,I00044,Sem1
I00044,U3446FTC | BA (Hons) Business and Management (London Campus) | Year 2 | Semester,LDNOSP,0,I00044,Sem2
I00045,U3446FTC | BA (Hons) Business and Management (London Campus) | Year 3 | Semester,LDNOSP,0,I00045,Sem1
I00045,U3446FTC | BA (Hons) Business and Management (London Campus) | Year 3 | Semester,LDNOSP,0,I00045,Sem2
I00046,U3534PYC | BA (Hons) Creative Computing | Year 1 | Semester 1,CTS,0,I00046,Sem1
I00046,U3534PYC | BA (Hons) Creative Computing | Year 1 | Semester 1,CTS,0,I00046,Sem2
I00047,U2674PDC | BA (Hons) Business Leadership and Management (Degree Apprenticeship),OSP,0,I00047,Sem1
I00047,U2674PDC | BA (Hons) Business Leadership and Management (Degree Apprenticeship),OSP,0,I00047,Sem2
I00048,U2674PDC | BA (Hons) Business Leadership and Management (Degree Apprenticeship),OSP,0,I00048,Sem1
I00048,U2674PDC | BA (Hons) Business Leadership and Management (Degree Apprenticeship),OSP,0,I00048,Sem2
I00049,U2674PDC | BA (Hons) Business Leadership and Management (Degree Apprenticeship),OSP,0,I00049,Sem1
I00049,U2674PDC | BA (Hons) Business Leadership and Management (Degree Apprenticeship),OSP,0,I00049,Sem2
I00050,U2829PDD | BA (Hons) Business Leadership and Management (DL) (DA) | Year 1 | Sem,OSP,0,I00050,Sem1
I00050,U2829PDD | BA (Hons) Business Leadership and Management (DL) (DA) | Year 1 | Sem,OSP,0,I00050,Sem2
I00051,U2829PDD | BA (Hons) Business Leadership and Management (DL) (DA) | Year 2 | Sem,OSP,0,I00051,Sem1
I00051,U2829PDD | BA (Hons) Business Leadership and Management (DL) (DA) | Year 2 | Sem,OSP,0,I00051,Sem2
I00052,U2829PDD | BA (Hons) Business Leadership and Management (DL) (DA) | Year 3 | Sem,OSP,0,I00052,Sem1
I00052,U2829PDD | BA (Hons) Business Leadership and Management (DL) (DA) | Year 3 | Sem,OSP,0,I00052,Sem2
I00053,U2829PDD | BA (Hons) Business Leadership and Management (DL) (DA) | Year 4 | Sem,OSP,0,I00053,Sem1
I00053,U2829PDD | BA (Hons) Business Leadership and Management (DL) (DA) | Year 4 | Sem,OSP,0,I00053,Sem2
I00054,U2370FTC | BA (Hons) Business with Business Communication (Top-up) | Year 1 | Se,AEF,0,I00054,Sem1
I00054,U2370FTC | BA (Hons) Business with Business Communication (Top-up) | Year 1 | Se,AEF,0,I00054,Sem2
I00055,U1989PYC | BA (Hons) Childhood and Youth Studies | Year 1 | Semester 1,SELL,0,I00055,Sem1
I00055,U1989PYC | BA (Hons) Childhood and Youth Studies | Year 1 | Semester 1,SELL,0,I00055,Sem2
I00056,U1989PYC | BA (Hons) Childhood and Youth Studies | Year 2 | Semester 1,SELL,0,I00056,Sem1
I00056,U1989PYC | BA (Hons) Childhood and Youth Studies | Year 2 | Semester 1,SELL,0,I00056,Sem2
I00057,U1989PYC | BA (Hons) Childhood and Youth Studies | Year 3 | Semester 1,SELL,0,I00057,Sem1
I00057,U1989PYC | BA (Hons) Childhood and Youth Studies | Year 3 | Semester 1,SELL,0,I00057,Sem2
I00058,U2807PYC | BA (Hons) Childhood and Youth Studies with Criminology | Year 1 | Sem,SELL,0,I00058,Sem1
I00058,U2807PYC | BA (Hons) Childhood and Youth Studies with Criminology | Year 1 | Sem,SELL,0,I00058,Sem2
I00059,U2807PYC | BA (Hons) Childhood and Youth Studies with Criminology | Year 2 | Sem,SELL,0,I00059,Sem1
I00059,U2807PYC | BA (Hons) Childhood and Youth Studies with Criminology | Year 2 | Sem,SELL,0,I00059,Sem2
I00060,U2807PYC | BA (Hons) Childhood and Youth Studies with Criminology | Year 3 | Sem,SELL,0,I00060,Sem1
I00060,U2807PYC | BA (Hons) Childhood and Youth Studies with Criminology | Year 3 | Sem,SELL,0,I00060,Sem2
I00061,U2400PYC | BA (Hons) Childhood and Youth Studies with Psychology | Year 1 | Seme,SELL,0,I00061,Sem1
I00061,U2400PYC | BA (Hons) Childhood and Youth Studies with Psychology | Year 1 | Seme,SELL,0,I00061,Sem2
I00062,U2400PYC | BA (Hons) Childhood and Youth Studies with Psychology | Year 2 | Seme,SELL,0,I00062,Sem1
I00062,U2400PYC | BA (Hons) Childhood and Youth Studies with Psychology | Year 2 | Seme,SELL,0,I00062,Sem2
I00063,U2400PYC | BA (Hons) Childhood and Youth Studies with Psychology | Year 3 | Seme,SELL,0,I00063,Sem1
I00063,U2400PYC | BA (Hons) Childhood and Youth Studies with Psychology | Year 3 | Seme,SELL,0,I00063,Sem2
I00064,U3434PTD | BA (Hons) Community Justice Learning (Distance Learning) (Top-up) | Y,SCCJ,0,I00064,Sem1
I00064,U3434PTD | BA (Hons) Community Justice Learning (Distance Learning) (Top-up) | Y,SCCJ,0,I00064,Sem2
I00065,U3305PYC | BA (Hons) Computer Games Art | Year 1 | Semester 1,CTS,0,I00065,Sem1
I00065,U3305PYC | BA (Hons) Computer Games Art | Year 1 | Semester 1,CTS,0,I00065,Sem2
I00066,U3305PYC | BA (Hons) Computer Games Art | Year 2 | Semester 1,CTS,0,I00066,Sem1
I00066,U3305PYC | BA (Hons) Computer Games Art | Year 2 | Semester 1,CTS,0,I00066,Sem2
I00067,U3305PYC | BA (Hons) Computer Games Art | Year 3 | Semester 1,CTS,0,I00067,Sem1
I00067,U3305PYC | BA (Hons) Computer Games Art | Year 3 | Semester 1,CTS,0,I00067,Sem2
I00068,U3306PYC | BA (Hons) Computer Games Design | Year 1 | Semester 1,CTS,0,I00068,Sem1
I00068,U3306PYC | BA (Hons) Computer Games Design | Year 1 | Semester 1,CTS,0,I00068,Sem2
I00069,U3306PYC | BA (Hons) Computer Games Design | Year 2 | Semester 1,CTS,0,I00069,Sem1
I00069,U3306PYC | BA (Hons) Computer Games Design | Year 2 | Semester 1,CTS,0,I00069,Sem2
I00070,U3306PYC | BA (Hons) Computer Games Design | Year 3 | Semester 1,CTS,0,I00070,Sem1
I00070,U3306PYC | BA (Hons) Computer Games Design | Year 3 | Semester 1,CTS,0,I00070,Sem2
I00071,U3070PYC | BA (Hons) Creative Computing with Foundation Year | Year 1 | Semester,CTS,0,I00071,Sem1
I00071,U3070PYC | BA (Hons) Creative Computing with Foundation Year | Year 1 | Semester,CTS,0,I00071,Sem2
I00072,U3070PYC | BA (Hons) Creative Computing with Foundation Year | Year 2 | Semester,CTS,0,I00072,Sem1
I00072,U3070PYC | BA (Hons) Creative Computing with Foundation Year | Year 2 | Semester,CTS,0,I00072,Sem2
I00073,U3070PYC | BA (Hons) Creative Computing with Foundation Year | Year 3 | Semester,CTS,0,I00073,Sem1
I00073,U3070PYC | BA (Hons) Creative Computing with Foundation Year | Year 3 | Semester,CTS,0,I00073,Sem2
I00074,U3276PYC | BSc (Hons) Interactive Technologies | Year 3 | Semester 1,CTS,0,I00074,Sem1
I00074,U3276PYC | BSc (Hons) Interactive Technologies | Year 3 | Semester 1,CTS,0,I00074,Sem2
I00075,U2943FTC | BA (Hons) Creative Music Technology (Top-up) | Year 1 | Semester 1,CTS,0,I00075,Sem1
I00075,U2943FTC | BA (Hons) Creative Music Technology (Top-up) | Year 1 | Semester 1,CTS,0,I00075,Sem2
I00076,U2701PYC | BA (Hons) Creative Writing | Year 1 | Semester 1,FMC,0,I00076,Sem1
I00076,U2701PYC | BA (Hons) Creative Writing | Year 1 | Semester 1,FMC,0,I00076,Sem2
I00077,U2701PYC | BA (Hons) Creative Writing | Year 2 | Semester 1,FMC,0,I00077,Sem1
I00077,U2701PYC | BA (Hons) Creative Writing | Year 2 | Semester 1,FMC,0,I00077,Sem2
I00078,U2701PYC | BA (Hons) Creative Writing | Year 3 | Semester 1,FMC,0,I00078,Sem1
I00078,U2701PYC | BA (Hons) Creative Writing | Year 3 | Semester 1,FMC,0,I00078,Sem2
I00079,U2326PYC | BA (Hons) Digital Marketing | Year 1 | Semester 1,SMI,0,I00079,Sem1
I00079,U2326PYC | BA (Hons) Digital Marketing | Year 1 | Semester 1,SMI,0,I00079,Sem2
I00080,U2326PYC | BA (Hons) Digital Marketing | Year 2 | Semester 1,SMI,0,I00080,Sem1
I00080,U2326PYC | BA (Hons) Digital Marketing | Year 2 | Semester 1,SMI,0,I00080,Sem2
I00081,U2326PYC | BA (Hons) Digital Marketing | Year 3 | Semester 1,SMI,0,I00081,Sem1
I00081,U2326PYC | BA (Hons) Digital Marketing | Year 3 | Semester 1,SMI,0,I00081,Sem2
I00082,U2196PYC | BA (Hons) Drama and Performance | Year 1 | Semester 1,ADP,0,I00082,Sem1
I00082,U2196PYC | BA (Hons) Drama and Performance | Year 1 | Semester 1,ADP,0,I00082,Sem2
I00083,U2196PYC | BA (Hons) Drama and Performance | Year 2 | Semester 1,ADP,0,I00083,Sem1
I00083,U2196PYC | BA (Hons) Drama and Performance | Year 2 | Semester 1,ADP,0,I00083,Sem2
I00084,U2196PYC | BA (Hons) Drama and Performance | Year 3 | Semester 1,ADP,0,I00084,Sem1
I00084,U2196PYC | BA (Hons) Drama and Performance | Year 3 | Semester 1,ADP,0,I00084,Sem2
I00085,U2143PYC | BA (Hons) Early Childhood Studies | Year 1 | Semester 1,SELL,0,I00085,Sem1
I00085,U2143PYC | BA (Hons) Early Childhood Studies | Year 1 | Semester 1,SELL,0,I00085,Sem2
I00086,U2143PYC | BA (Hons) Early Childhood Studies | Year 2 | Semester 1,SELL,0,I00086,Sem1
I00086,U2143PYC | BA (Hons) Early Childhood Studies | Year 2 | Semester 1,SELL,0,I00086,Sem2
I00087,U2143PYC | BA (Hons) Early Childhood Studies | Year 3 | Semester 1,SELL,0,I00087,Sem1
I00087,U2143PYC | BA (Hons) Early Childhood Studies | Year 3 | Semester 1,SELL,0,I00087,Sem2
I00088,U2413PYC | BA (Hons) Economics and Management | Year 1 | Semester 1,AEF,0,I00088,Sem1
I00088,U2413PYC | BA (Hons) Economics and Management | Year 1 | Semester 1,AEF,0,I00088,Sem2
I00089,U3534PYC | BA (Hons) Creative Computing | Year 2 | Semester 1,CTS,0,I00089,Sem1
I00089,U3534PYC | BA (Hons) Creative Computing | Year 2 | Semester 1,CTS,0,I00089,Sem2
I00090,U3534PYC | BA (Hons) Creative Computing | Year 3 | Semester 1,CTS,0,I00090,Sem1
I00090,U3534PYC | BA (Hons) Creative Computing | Year 3 | Semester 1,CTS,0,I00090,Sem2
I00091,U2711FTC | BA (Hons) Education Studies (Top-Up) (Full Time) | Year 1 | Semester,SELL,0,I00091,Sem1
I00091,U2711FTC | BA (Hons) Education Studies (Top-Up) (Full Time) | Year 1 | Semester,SELL,0,I00091,Sem2
I00092,U1611PYC | BA (Hons) English and Creative Writing | Year 1 | Semester 1,FMC,0,I00092,Sem1
I00092,U1611PYC | BA (Hons) English and Creative Writing | Year 1 | Semester 1,FMC,0,I00092,Sem2
I00093,U1611PYC | BA (Hons) English and Creative Writing | Year 2 | Semester 1,FMC,0,I00093,Sem1
I00093,U1611PYC | BA (Hons) English and Creative Writing | Year 2 | Semester 1,FMC,0,I00093,Sem2
I00094,U1611PYC | BA (Hons) English and Creative Writing | Year 3 | Semester 1,FMC,0,I00094,Sem1
I00094,U1611PYC | BA (Hons) English and Creative Writing | Year 3 | Semester 1,FMC,0,I00094,Sem2
I00095,U2742PYC | BA (Hons) English Language and Linguistics | Year 1 | Semester 1,SELL,0,I00095,Sem1
I00095,U2742PYC | BA (Hons) English Language and Linguistics | Year 1 | Semester 1,SELL,0,I00095,Sem2
I00096,U2742PYC | BA (Hons) English Language and Linguistics | Year 2 | Semester 1,SELL,0,I00096,Sem1
I00096,U2742PYC | BA (Hons) English Language and Linguistics | Year 2 | Semester 1,SELL,0,I00096,Sem2
I00097,U2742PYC | BA (Hons) English Language and Linguistics | Year 3 | Semester 1,SELL,0,I00097,Sem1
I00097,U2742PYC | BA (Hons) English Language and Linguistics | Year 3 | Semester 1,SELL,0,I00097,Sem2
I00098,U0995PYC | BA (Hons) English Literature | Year 1 | Semester 1,SASSHPL,0,I00098,Sem1
I00098,U0995PYC | BA (Hons) English Literature | Year 1 | Semester 1,SASSHPL,0,I00098,Sem2
I00099,U0995PYC | BA (Hons) English Literature | Year 2 | Semester 1,SASSHPL,0,I00099,Sem1
I00099,U0995PYC | BA (Hons) English Literature | Year 2 | Semester 1,SASSHPL,0,I00099,Sem2
I00100,U0995PYC | BA (Hons) English Literature | Year 3 | Semester 1,SASSHPL,0,I00100,Sem1
I00100,U0995PYC | BA (Hons) English Literature | Year 3 | Semester 1,SASSHPL,0,I00100,Sem2
I00101,U3461PYC | BA (Hons) Entrepreneurship and Business | Year 1 | Semester 1,SMI,0,I00101,Sem1
I00101,U3461PYC | BA (Hons) Entrepreneurship and Business | Year 1 | Semester 1,SMI,0,I00101,Sem2
I00102,U3461PYC | BA (Hons) Entrepreneurship and Business | Year 2 | Semester 1,SMI,0,I00102,Sem1
I00102,U3461PYC | BA (Hons) Entrepreneurship and Business | Year 2 | Semester 1,SMI,0,I00102,Sem2
I00103,U3461PYC | BA (Hons) Entrepreneurship and Business | Year 3 | Semester 1,SMI,0,I00103,Sem1
I00103,U3461PYC | BA (Hons) Entrepreneurship and Business | Year 3 | Semester 1,SMI,0,I00103,Sem2
I00104,U3511PYC | BA (Hons) Fashion Design | Year 1 | Semester 1,ADP,0,I00104,Sem1
I00104,U3511PYC | BA (Hons) Fashion Design | Year 1 | Semester 1,ADP,0,I00104,Sem2
I00105,U3511PYC | BA (Hons) Fashion Design | Year 2 | Semester 1,ADP,0,I00105,Sem1
I00105,U3511PYC | BA (Hons) Fashion Design | Year 2 | Semester 1,ADP,0,I00105,Sem2
I00106,U3511PYC | BA (Hons) Fashion Design | Year 3 | Semester 1,ADP,0,I00106,Sem1
I00106,U3511PYC | BA (Hons) Fashion Design | Year 3 | Semester 1,ADP,0,I00106,Sem2
I00107,U3304PYC | BA (Hons) Fashion Marketing | Year 1 | Semester 1,ADP,0,I00107,Sem1
I00107,U3304PYC | BA (Hons) Fashion Marketing | Year 1 | Semester 1,ADP,0,I00107,Sem2
I00108,U3304PYC | BA (Hons) Fashion Marketing | Year 2 | Semester 1,ADP,0,I00108,Sem1
I00108,U3304PYC | BA (Hons) Fashion Marketing | Year 2 | Semester 1,ADP,0,I00108,Sem2
I00109,U3304PYC | BA (Hons) Fashion Marketing | Year 3 | Semester 1,ADP,0,I00109,Sem1
I00109,U3304PYC | BA (Hons) Fashion Marketing | Year 3 | Semester 1,ADP,0,I00109,Sem2
I00110,U2653PYC | BA (Hons) Film Production | Year 1 | Semester 1,FMC,0,I00110,Sem1
I00110,U2653PYC | BA (Hons) Film Production | Year 1 | Semester 1,FMC,0,I00110,Sem2
I00111,U2653PYC | BA (Hons) Film Production | Year 2 | Semester 1,FMC,0,I00111,Sem1
I00111,U2653PYC | BA (Hons) Film Production | Year 2 | Semester 1,FMC,0,I00111,Sem2
I00112,U2653PYC | BA (Hons) Film Production | Year 3 | Semester 1,FMC,0,I00112,Sem1
I00112,U2653PYC | BA (Hons) Film Production | Year 3 | Semester 1,FMC,0,I00112,Sem2
I00113,U3101PYC | BA (Hons) Film Studies | Year 1 | Semester 1,FMC,0,I00113,Sem1
I00113,U3101PYC | BA (Hons) Film Studies | Year 1 | Semester 1,FMC,0,I00113,Sem2
I00114,U3101PYC | BA (Hons) Film Studies | Year 2 | Semester 1,FMC,0,I00114,Sem1
I00114,U3101PYC | BA (Hons) Film Studies | Year 2 | Semester 1,FMC,0,I00114,Sem2
I00115,U3101PYC | BA (Hons) Film Studies | Year 3 | Semester 1,FMC,0,I00115,Sem1
I00115,U3101PYC | BA (Hons) Film Studies | Year 3 | Semester 1,FMC,0,I00115,Sem2
I00116,U2371FTC | BA (Hons) Finance with Business Communication (Top-up) | Year 1 | Sem,AEF,0,I00116,Sem1
I00116,U2371FTC | BA (Hons) Finance with Business Communication (Top-up) | Year 1 | Sem,AEF,0,I00116,Sem2
I00117,U2892PYC | BA (Hons) Financial Management | Year 1 | Semester 1,AEF,0,I00117,Sem1
I00117,U2892PYC | BA (Hons) Financial Management | Year 1 | Semester 1,AEF,0,I00117,Sem2
I00118,U2892PYC | BA (Hons) Financial Management | Year 2 | Semester 1,AEF,0,I00118,Sem1
I00118,U2892PYC | BA (Hons) Financial Management | Year 2 | Semester 1,AEF,0,I00118,Sem2
I00119,U2892PYC | BA (Hons) Financial Management | Year 3 | Semester 1,AEF,0,I00119,Sem1
I00119,U2892PYC | BA (Hons) Financial Management | Year 3 | Semester 1,AEF,0,I00119,Sem2
I00120,U0143PYC | BA (Hons) Geography | Year 1 | Semester 1,SEGG,0,I00120,Sem1
I00120,U0143PYC | BA (Hons) Geography | Year 1 | Semester 1,SEGG,0,I00120,Sem2
I00121,U0143PYC | BA (Hons) Geography | Year 2 | Semester 1,SEGG,0,I00121,Sem1
I00121,U0143PYC | BA (Hons) Geography | Year 2 | Semester 1,SEGG,0,I00121,Sem2
I00122,U0143PYC | BA (Hons) Geography | Year 3 | Semester 1,SEGG,0,I00122,Sem1
I00122,U0143PYC | BA (Hons) Geography | Year 3 | Semester 1,SEGG,0,I00122,Sem2
I00123,U3293PYC | BA (Hons) Global Communication and Media (Dual Degree) | Year 1 | Sem,FMC,0,I00123,Sem1
I00123,U3293PYC | BA (Hons) Global Communication and Media (Dual Degree) | Year 1 | Sem,FMC,0,I00123,Sem2
I00124,U2172PYC | BA (Hons) Graphic Design | Year 1 | Semester 1,ADP,0,I00124,Sem1
I00124,U2172PYC | BA (Hons) Graphic Design | Year 1 | Semester 1,ADP,0,I00124,Sem2
I00125,U2172PYC | BA (Hons) Graphic Design | Year 2 | Semester 1,ADP,0,I00125,Sem1
I00125,U2172PYC | BA (Hons) Graphic Design | Year 2 | Semester 1,ADP,0,I00125,Sem2
I00126,U2172PYC | BA (Hons) Graphic Design | Year 3 | Semester 1,ADP,0,I00126,Sem1
I00126,U2172PYC | BA (Hons) Graphic Design | Year 3 | Semester 1,ADP,0,I00126,Sem2
I00127,U1087PYC | BA (Hons) History | Year 1 | Semester 1,SASSHPL,0,I00127,Sem1
I00127,U1087PYC | BA (Hons) History | Year 1 | Semester 1,SASSHPL,0,I00127,Sem2
